Age,Class_of_Worker,Detailed_Industry_recode,Detailed_Occupation_Recode,Education,Wage_per_Hour,Enroll_in _Edu_inst_last_week,Marital_stat,major_industry_code,major_occupation_code,race,hispanic_orgin,sex,member_of_a_labor_union,reason_for_unemployment,full_or_part_time_employment_sata,capital_gains,capital_losses,dividends_from_stocks,tax_filer_stat,region_of_previous_residence,state_of_previous_residence,detailed_household_and_family_stat,detailed_household_summary_in_household,instance_weight,migration_code-change_in_msa,migration_code-change_in_reg,migration_code-move_within_reg,live_in_this_house_1_year_ago,migration_prev_res_in_sunbelt,num_persons_worked_for_employer,family_members_under_18,country_of_birth_father,country_of_birth_mother,country_of_birth_self,citizenship,own_business_or_self_employed,fill_inc_questionnaire_for_veterans_admin,veterans_benefits, weeks_worked_in_year,year,class,
(52.0:59.0],Self-employed-not_incorporated,858158153,858159716,Some_college_but_no_degree,[0:10000),Not_in_universe,Divorced,Construction,Precision_production_craft_&_repair,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Head_of_household,South,Arkansas,Householder,Householder,1053.55,MSA_to_MSA,Same_county,Same_county,No,Yes,1,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
(4.0:9.0],Not_in_universe,858158164,858158164,Children,[0:10000),Not_in_universe,Never_married,Not_in_universe_or_children,Not_in_universe,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Nonfiler,Not_in_universe,Not_in_universe,Child_<18_never_marr_not_in_subfamily,Child_under_18_never_married,1758.14,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Both_parents_present,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,0,0,94,-_50000.
(9.0:14.0],Not_in_universe,858158164,858158164,Children,[0:10000),Not_in_universe,Never_married,Not_in_universe_or_children,Not_in_universe,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Nonfiler,Not_in_universe,Not_in_universe,Child_<18_never_marr_not_in_subfamily,Child_under_18_never_married,1069.16,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Both_parents_present,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,0,0,94,-_50000.
(41.0:46.0],Private,858159643,858158153,Bachelors_degree(BA_AB_BS),[0:10000),Not_in_universe,Married-civilian_spouse_present,Finance_insurance_and_real_estate,Executive_admin_and_managerial,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,5178,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Householder,Householder,1535.86,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
(32.0:34.0],Private,858158152,858159640,Some_college_but_no_degree,[0:10000),Not_in_universe,Married-civilian_spouse_present,Construction,Machine_operators_assmblrs_&_inspctrs,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Householder,Householder,1146.79,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
(4.0:9.0],Not_in_universe,858158164,858158164,Children,[0:10000),Not_in_universe,Never_married,Not_in_universe_or_children,Not_in_universe,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Nonfiler,Not_in_universe,Not_in_universe,Child_<18_never_marr_not_in_subfamily,Child_under_18_never_married,2466.24,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Both_parents_present,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,0,0,94,-_50000.
(46.0:52.0],Private,858158152,858159643,Some_college_but_no_degree,[0:10000),Not_in_universe,Married-civilian_spouse_present,Construction,Precision_production_craft_&_repair,White,Do_not_know,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Householder,Householder,2441.22,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,3,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
(45.0:47.0],Private,858159647,858159717,High_school_graduate,[0:10000),Not_in_universe,Divorced,Business_and_repair_services,Other_service,White,Central_or_South_American,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,1590,0,Single,Not_in_universe,Not_in_universe,Householder,Householder,978.16,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,Columbia,Columbia,Columbia,Foreign_born-_Not_a_citizen_of_U_S,0,Not_in_universe,2,52,94,-_50000.
(9.0:14.0],Not_in_universe,858158155,858158155,Children,[0:10000),Not_in_universe,Never_married,Not_in_universe_or_children,Not_in_universe,Black,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Nonfiler,Not_in_universe,Not_in_universe,Child_<18_never_marr_not_in_subfamily,Child_under_18_never_married,1520.08,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Both_parents_present,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,0,0,94,-_50000.
(34.0:39.0],Not_in_universe,858158155,858158155,10th_grade,[0:10000),Not_in_universe,Married-civilian_spouse_present,Not_in_universe_or_children,Not_in_universe,White,Mexican_(Mexicano),Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,1274.04,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Not_in_universe,Mexico,Mexico,Mexico,Foreign_born-_Not_a_citizen_of_U_S,0,Not_in_universe,2,0,94,-_50000.
